"Plot Title: H01"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 20157552, SEN S/N: 20150390, LBL: 01OT)","RH, % (LGR S/N: 20157552, SEN S/N: 20150390, LBL: 01RH)","Temp, °F (LGR S/N: 20157552, SEN S/N: 21077386, LBL: 01T20)","Temp, °F (LGR S/N: 20157552, SEN S/N: 21077387, LBL: 01T40)","Water Content, m³/m³ (LGR S/N: 20157552, SEN S/N: 21091549, LBL: 01SM20)","Water Content, m³/m³ (LGR S/N: 20157552, SEN S/N: 21091554, LBL: 01SM40)","Water Content, m³/m³ (LGR S/N: 20157552, SEN S/N: 21091559, LBL: 01SM80)","Water Content, m³/m³ (LGR S/N: 20157552, SEN S/N: 21091565, LBL: 01SM60)","Solar Radiation, W/m² (LGR S/N: 20157552, SEN S/N: 21091712, LBL: 01PYRO)","Temp, °F (LGR S/N: 20157552, SEN S/N: 21094100, LBL: 01T60)","Temp, °F (LGR S/N: 20157552, SEN S/N: 21094101, LBL: 01T80)","Batt, V (LGR S/N: 20157552)"
3015,12/14/21 12:00:27 PM,35.733,76.400,35.103,36.554,0.1972,0.0896,0.2211,0.1495,24.4,38.368,39.313,4.351
3016,12/14/21 12:10:27 PM,35.928,74.800,35.103,36.554,0.1967,0.0893,0.2211,0.1490,25.6,38.368,39.313,4.339
3017,12/14/21 12:20:27 PM,35.782,74.700,35.103,36.554,0.1972,0.0893,0.2211,0.1499,25.6,38.368,39.313,4.357
3018,12/14/21 12:30:27 PM,36.361,73.800,35.103,36.554,0.1972,0.0893,0.2211,0.1495,29.4,38.368,39.313,4.345
3019,12/14/21 12:40:27 PM,36.795,73.000,35.103,36.554,0.1967,0.0896,0.2211,0.1495,29.4,38.368,39.313,4.351
3020,12/14/21 12:50:27 PM,36.939,72.500,35.103,36.554,0.1967,0.0896,0.2208,0.1495,33.1,38.368,39.313,4.351
3021,12/14/21 01:00:27 PM,37.465,72.200,35.103,36.554,0.1972,0.0896,0.2211,0.1495,34.4,38.368,39.313,4.339
3022,12/14/21 01:10:27 PM,37.225,72.000,35.103,36.554,0.1972,0.0893,0.2211,0.1495,29.4,38.368,39.313,4.351
3023,12/14/21 01:20:27 PM,36.939,71.700,35.103,36.554,0.1967,0.0896,0.2208,0.1495,29.4,38.368,39.313,4.345
3024,12/14/21 01:30:27 PM,37.513,71.800,35.103,36.554,0.1972,0.0896,0.2211,0.1490,29.4,38.368,39.313,4.351
3025,12/14/21 01:40:27 PM,37.274,72.200,35.103,36.554,0.1972,0.0896,0.2211,0.1495,33.1,38.368,39.313,4.345
3026,12/14/21 01:50:27 PM,37.225,71.700,35.103,36.554,0.1972,0.0893,0.2208,0.1490,39.4,38.368,39.313,4.363
3027,12/14/21 02:00:27 PM,37.609,71.800,35.103,36.554,0.1967,0.0893,0.2208,0.1495,55.6,38.368,39.313,4.351
3028,12/14/21 02:10:27 PM,37.846,71.300,35.103,36.554,0.1972,0.0896,0.2211,0.1490,53.1,38.368,39.313,4.345
3029,12/14/21 02:20:27 PM,38.368,71.100,35.103,36.554,0.1972,0.0893,0.2211,0.1495,55.6,38.368,39.313,4.363
3030,12/14/21 02:30:27 PM,38.700,70.800,35.103,36.554,0.1972,0.0893,0.2208,0.1490,76.9,38.368,39.313,4.351
3031,12/14/21 02:40:27 PM,38.748,70.700,35.103,36.554,0.1972,0.0896,0.2211,0.1495,59.4,38.368,39.313,4.345
3032,12/14/21 02:50:27 PM,38.795,70.500,35.103,36.554,0.1976,0.0896,0.2216,0.1490,56.9,38.368,39.313,4.351
3033,12/14/21 03:00:27 PM,38.889,71.400,35.103,36.554,0.1972,0.0893,0.2211,0.1495,54.4,38.368,39.313,4.345
3034,12/14/21 03:10:27 PM,38.653,71.300,35.103,36.554,0.1972,0.0893,0.2211,0.1495,53.1,38.368,39.313,4.363
3035,12/14/21 03:20:27 PM,38.606,70.800,35.103,36.554,0.1972,0.0896,0.2208,0.1495,40.6,38.368,39.313,4.351
3036,12/14/21 03:30:27 PM,37.798,71.400,35.103,36.554,0.1967,0.0896,0.2211,0.1490,21.9,38.368,39.313,4.345
3037,12/14/21 03:40:27 PM,37.081,73.300,35.103,36.554,0.1967,0.0896,0.2208,0.1495,16.9,38.368,39.313,4.351
3038,12/14/21 03:50:27 PM,36.410,74.000,35.103,36.554,0.1972,0.0896,0.2208,0.1495,13.1,38.368,39.313,4.351
3039,12/14/21 04:00:27 PM,36.410,75.300,35.103,36.554,0.1972,0.0893,0.2208,0.1495,19.4,38.368,39.313,4.345
3040,12/14/21 04:10:27 PM,36.217,75.800,35.103,36.554,0.1972,0.0896,0.2211,0.1495,20.6,38.368,39.313,4.351
3041,12/14/21 04:20:27 PM,36.410,75.700,35.103,36.554,0.1972,0.0893,0.2211,0.1495,21.9,38.368,39.313,4.345
3042,12/14/21 04:30:27 PM,35.879,76.500,35.103,36.554,0.1972,0.0896,0.2211,0.1490,18.1,38.368,39.313,4.351
3043,12/14/21 04:40:27 PM,35.541,77.300,35.103,36.554,0.1967,0.0896,0.2208,0.1495,11.9,38.368,39.313,4.351
3044,12/14/21 04:50:27 PM,35.492,77.400,35.103,36.554,0.1967,0.0893,0.2208,0.1495,11.9,38.368,39.267,4.345
3045,12/14/21 05:00:27 PM,35.200,78.100,35.103,36.554,0.1972,0.0893,0.2208,0.1495,8.1,38.368,39.267,4.345
3046,12/14/21 05:10:27 PM,35.541,78.600,35.103,36.554,0.1967,0.0893,0.2211,0.1490,4.4,38.368,39.267,4.339
3047,12/14/21 05:20:27 PM,35.298,78.800,35.103,36.554,0.1972,0.0893,0.2216,0.1495,0.6,38.368,39.313,4.339
3048,12/14/21 05:30:27 PM,34.858,79.400,35.103,36.554,0.1972,0.0893,0.2211,0.1495,0.6,38.368,39.313,4.333
3049,12/14/21 05:40:27 PM,34.124,80.700,35.103,36.554,0.1972,0.0893,0.2211,0.1495,0.6,38.368,39.267,4.333
3050,12/14/21 05:50:27 PM,34.075,81.700,35.103,36.554,0.1967,0.0893,0.2211,0.1495,0.6,38.368,39.267,4.333
3051,12/14/21 06:00:27 PM,33.681,82.300,35.103,36.554,0.1972,0.0893,0.2208,0.1495,0.6,38.368,39.267,4.327
3052,12/14/21 06:10:27 PM,33.780,82.700,35.103,36.554,0.1972,0.0896,0.2216,0.1490,0.6,38.368,39.267,4.321
3053,12/14/21 06:20:27 PM,33.831,83.400,35.103,36.554,0.1967,0.0893,0.2211,0.1495,0.6,38.368,39.267,4.321
3054,12/14/21 06:30:27 PM,33.534,83.400,35.103,36.554,0.1967,0.0896,0.2211,0.1490,0.6,38.368,39.267,4.321
3055,12/14/21 06:40:27 PM,33.633,84.000,35.103,36.554,0.1967,0.0896,0.2211,0.1495,0.6,38.368,39.267,4.321
3056,12/14/21 06:50:27 PM,33.879,84.400,35.103,36.554,0.1967,0.0893,0.2211,0.1495,0.6,38.322,39.267,4.327
3057,12/14/21 07:00:27 PM,33.879,84.500,35.103,36.554,0.1972,0.0896,0.2208,0.1495,0.6,38.368,39.267,4.321
3058,12/14/21 07:10:27 PM,33.928,85.000,35.103,36.554,0.1972,0.0896,0.2208,0.1490,0.6,38.368,39.267,4.315
3059,12/14/21 07:20:27 PM,33.435,84.900,35.103,36.554,0.1972,0.0893,0.2211,0.1495,0.6,38.322,39.267,4.315
3060,12/14/21 07:30:27 PM,33.780,86.300,35.103,36.554,0.1976,0.0896,0.2211,0.1490,0.6,38.368,39.267,4.315
3061,12/14/21 07:40:27 PM,33.386,86.400,35.103,36.554,0.1972,0.0893,0.2211,0.1495,0.6,38.368,39.267,4.315
3062,12/14/21 07:50:27 PM,33.534,86.900,35.103,36.554,0.1972,0.0896,0.2208,0.1495,0.6,38.368,39.267,4.315
3063,12/14/21 08:00:27 PM,33.879,86.900,35.103,36.554,0.1967,0.0896,0.2208,0.1495,0.6,38.322,39.267,4.315
3064,12/14/21 08:10:27 PM,33.928,86.900,35.103,36.554,0.1972,0.0896,0.2208,0.1490,0.6,38.322,39.267,4.309
3065,12/14/21 08:20:27 PM,33.681,87.700,35.103,36.554,0.1972,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.309
3066,12/14/21 08:30:27 PM,33.978,88.000,35.103,36.554,0.1967,0.0896,0.2208,0.1490,0.6,38.322,39.267,4.309
3067,12/14/21 08:40:27 PM,33.831,87.800,35.103,36.554,0.1972,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.303
3068,12/14/21 08:50:27 PM,34.468,87.600,35.103,36.554,0.1972,0.0896,0.2208,0.1490,0.6,38.322,39.267,4.303
3069,12/14/21 09:00:27 PM,34.124,87.500,35.103,36.554,0.1972,0.0896,0.2216,0.1495,0.6,38.322,39.267,4.303
3070,12/14/21 09:10:27 PM,33.681,88.200,35.103,36.554,0.1972,0.0896,0.2211,0.1490,0.6,38.322,39.267,4.303
3071,12/14/21 09:20:27 PM,33.584,88.800,35.103,36.554,0.1972,0.0896,0.2211,0.1495,0.6,38.368,39.267,4.303
3072,12/14/21 09:30:27 PM,33.237,89.200,35.103,36.554,0.1967,0.0896,0.2208,0.1490,0.6,38.322,39.267,4.303
3073,12/14/21 09:40:27 PM,33.435,89.400,35.103,36.554,0.1972,0.0893,0.2211,0.1495,0.6,38.322,39.267,4.303
3074,12/14/21 09:50:27 PM,33.681,89.400,35.103,36.554,0.1972,0.0896,0.2208,0.1490,0.6,38.322,39.267,4.303
3075,12/14/21 10:00:27 PM,33.287,89.600,35.103,36.554,0.1972,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.303
3076,12/14/21 10:10:27 PM,33.435,90.100,35.103,36.554,0.1967,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.303
3077,12/14/21 10:20:27 PM,33.435,89.800,35.103,36.554,0.1963,0.0896,0.2208,0.1495,0.6,38.322,39.267,4.303
3078,12/14/21 10:30:27 PM,33.336,90.300,35.103,36.554,0.1963,0.0893,0.2208,0.1495,0.6,38.322,39.267,4.303
3079,12/14/21 10:40:27 PM,33.879,90.600,35.103,36.554,0.1963,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.303
3080,12/14/21 10:50:27 PM,33.879,90.300,35.103,36.554,0.1963,0.0896,0.2208,0.1490,0.6,38.322,39.267,4.303
3081,12/14/21 11:00:27 PM,33.978,90.300,35.103,36.554,0.1963,0.0896,0.2211,0.1499,0.6,38.368,39.313,4.303
3082,12/14/21 11:10:27 PM,33.879,90.200,35.103,36.554,0.1963,0.0896,0.2211,0.1490,0.6,38.322,39.267,4.297
3083,12/14/21 11:20:27 PM,33.681,90.700,35.103,36.505,0.1967,0.0893,0.2208,0.1495,0.6,38.322,39.267,4.297
3084,12/14/21 11:30:27 PM,33.584,90.700,35.103,36.554,0.1963,0.0896,0.2211,0.1490,0.6,38.322,39.267,4.297
3085,12/14/21 11:40:27 PM,33.485,91.200,35.103,36.505,0.1963,0.0896,0.2208,0.1495,0.6,38.322,39.267,4.297
3086,12/14/21 11:50:27 PM,33.237,91.500,35.103,36.554,0.1963,0.0893,0.2208,0.1495,0.6,38.322,39.267,4.297
3087,12/15/21 12:00:27 AM,33.287,91.900,35.103,36.505,0.1963,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.297
3088,12/15/21 12:10:27 AM,33.584,92.000,35.103,36.554,0.1963,0.0893,0.2211,0.1490,0.6,38.322,39.267,4.297
3089,12/15/21 12:20:27 AM,33.732,91.800,35.103,36.505,0.1967,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.297
3090,12/15/21 12:30:27 AM,33.681,91.700,35.103,36.554,0.1963,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.297
3091,12/15/21 12:40:27 AM,33.831,91.900,35.103,36.554,0.1967,0.0893,0.2211,0.1495,0.6,38.322,39.267,4.297
3092,12/15/21 12:50:27 AM,33.435,91.900,35.103,36.554,0.1963,0.0896,0.2208,0.1490,0.6,38.322,39.267,4.297
3093,12/15/21 01:00:27 AM,33.237,92.500,35.103,36.505,0.1967,0.0896,0.2211,0.1499,0.6,38.322,39.267,4.297
3094,12/15/21 01:10:27 AM,33.534,92.700,35.055,36.505,0.1963,0.0896,0.2211,0.1490,0.6,38.322,39.267,4.297
3095,12/15/21 01:20:27 AM,33.386,92.800,35.103,36.505,0.1967,0.0893,0.2211,0.1495,0.6,38.322,39.267,4.297
3096,12/15/21 01:30:27 AM,33.089,93.000,35.103,36.505,0.1963,0.0896,0.2208,0.1495,0.6,38.322,39.267,4.297
3097,12/15/21 01:40:27 AM,33.435,93.500,35.103,36.505,0.1967,0.0893,0.2211,0.1495,0.6,38.322,39.267,4.297
3098,12/15/21 01:50:27 AM,33.681,93.600,35.103,36.554,0.1967,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.297
3099,12/15/21 02:00:27 AM,33.287,93.500,35.103,36.554,0.1967,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.297
3100,12/15/21 02:10:27 AM,33.336,93.900,35.103,36.505,0.1963,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.297
3101,12/15/21 02:20:27 AM,33.287,94.100,35.103,36.505,0.1967,0.0896,0.2208,0.1495,0.6,38.322,39.267,4.291
3102,12/15/21 02:30:27 AM,33.386,94.200,35.103,36.505,0.1963,0.0896,0.2208,0.1495,0.6,38.322,39.267,4.297
3103,12/15/21 02:40:27 AM,33.681,94.300,35.103,36.505,0.1967,0.0896,0.2208,0.1495,0.6,38.322,39.267,4.291
3104,12/15/21 02:50:27 AM,33.681,94.200,35.103,36.505,0.1967,0.0896,0.2211,0.1490,0.6,38.322,39.267,4.297
3105,12/15/21 03:00:27 AM,33.681,94.300,35.103,36.505,0.1967,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.291
3106,12/15/21 03:10:27 AM,33.485,94.400,35.103,36.554,0.1972,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.291
3107,12/15/21 03:20:27 AM,33.831,94.800,35.103,36.505,0.1967,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.291
3108,12/15/21 03:30:27 AM,33.928,94.900,35.103,36.505,0.1967,0.0893,0.2211,0.1495,0.6,38.322,39.267,4.291
3109,12/15/21 03:40:27 AM,33.879,95.000,35.103,36.505,0.1972,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.291
3110,12/15/21 03:50:27 AM,34.027,95.100,35.103,36.505,0.1967,0.0896,0.2208,0.1495,0.6,38.322,39.267,4.291
3111,12/15/21 04:00:27 AM,34.174,95.200,35.103,36.505,0.1967,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.291
3112,12/15/21 04:10:27 AM,34.075,95.200,35.103,36.505,0.1972,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.291
3113,12/15/21 04:20:27 AM,34.075,95.400,35.103,36.505,0.1967,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.291
3114,12/15/21 04:30:27 AM,34.371,95.600,35.103,36.505,0.1967,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.291
3115,12/15/21 04:40:27 AM,34.468,95.700,35.103,36.505,0.1972,0.0893,0.2216,0.1495,0.6,38.322,39.267,4.291
3116,12/15/21 04:50:27 AM,34.810,95.900,35.055,36.505,0.1967,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.291
3117,12/15/21 05:00:27 AM,34.858,96.000,35.103,36.505,0.1967,0.0893,0.2211,0.1495,0.6,38.322,39.267,4.291
3118,12/15/21 05:10:27 AM,34.664,95.800,35.103,36.505,0.1967,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.291
3119,12/15/21 05:20:27 AM,35.006,96.100,35.103,36.505,0.1967,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.291
3120,12/15/21 05:30:27 AM,35.103,96.100,35.103,36.505,0.1967,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.291
3121,12/15/21 05:40:27 AM,35.298,96.200,35.103,36.505,0.1967,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.291
3122,12/15/21 05:50:27 AM,35.346,96.300,35.103,36.505,0.1967,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.291
3123,12/15/21 06:00:27 AM,35.395,96.400,35.103,36.505,0.1967,0.0896,0.2208,0.1495,0.6,38.322,39.267,4.291
3124,12/15/21 06:10:27 AM,35.638,96.500,35.103,36.505,0.1967,0.0896,0.2211,0.1490,0.6,38.322,39.267,4.291
3125,12/15/21 06:20:27 AM,35.830,96.700,35.103,36.505,0.1967,0.0896,0.2208,0.1495,0.6,38.322,39.220,4.291
3126,12/15/21 06:30:27 AM,36.025,96.800,35.103,36.505,0.1972,0.0896,0.2208,0.1495,0.6,38.322,39.220,4.291
3127,12/15/21 06:40:27 AM,36.313,97.000,35.103,36.505,0.1972,0.0896,0.2208,0.1495,0.6,38.322,39.267,4.291
3128,12/15/21 06:50:27 AM,36.603,97.300,35.103,36.505,0.1972,0.0896,0.2208,0.1495,0.6,38.322,39.220,4.291
3129,12/15/21 07:00:27 AM,35.782,97.200,35.103,36.505,0.1972,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.291
3130,12/15/21 07:10:27 AM,35.782,97.400,35.103,36.505,0.1967,0.0896,0.2208,0.1495,0.6,38.322,39.220,4.291
3131,12/15/21 07:20:27 AM,36.025,97.600,35.103,36.505,0.1972,0.0896,0.2211,0.1495,0.6,38.322,39.220,4.291
3132,12/15/21 07:30:27 AM,35.733,97.600,35.103,36.505,0.1967,0.0896,0.2208,0.1495,0.6,38.322,39.267,4.291
3133,12/15/21 07:40:27 AM,35.879,97.700,35.103,36.505,0.1972,0.0896,0.2211,0.1495,0.6,38.322,39.267,4.291
3134,12/15/21 07:50:27 AM,36.217,98.000,35.103,36.505,0.1967,0.0896,0.2208,0.1495,0.6,38.322,39.220,4.291
3135,12/15/21 08:00:27 AM,36.266,98.100,35.103,36.505,0.1972,0.0896,0.2211,0.1499,0.6,38.322,39.220,4.291
3136,12/15/21 08:10:27 AM,36.361,98.100,35.103,36.505,0.1967,0.0896,0.2211,0.1495,0.6,38.322,39.220,4.291
3137,12/15/21 08:20:27 AM,36.120,98.300,35.103,36.505,0.1972,0.0896,0.2211,0.1495,0.6,38.322,39.220,4.291
3138,12/15/21 08:30:27 AM,36.747,98.500,35.103,36.505,0.1967,0.0896,0.2208,0.1495,0.6,38.322,39.220,4.291
3139,12/15/21 08:40:27 AM,36.795,98.500,35.103,36.505,0.1972,0.0896,0.2211,0.1495,0.6,38.322,39.220,4.291
3140,12/15/21 08:50:27 AM,36.842,98.600,35.103,36.505,0.1972,0.0896,0.2211,0.1495,0.6,38.322,39.220,4.291
3141,12/15/21 09:00:27 AM,36.313,98.600,35.103,36.505,0.1972,0.0896,0.2208,0.1495,0.6,38.322,39.220,4.291
3142,12/15/21 09:10:27 AM,36.505,98.700,35.103,36.505,0.1972,0.0896,0.2211,0.1495,0.6,38.322,39.220,4.291
3143,12/15/21 09:20:27 AM,36.747,98.900,35.103,36.505,0.1972,0.0896,0.2211,0.1499,0.6,38.322,39.220,4.291
3144,12/15/21 09:30:27 AM,36.842,98.900,35.103,36.505,0.1967,0.0896,0.2211,0.1495,0.6,38.322,39.220,4.291
3145,12/15/21 09:40:27 AM,36.603,98.900,35.103,36.505,0.1976,0.0896,0.2211,0.1495,0.6,38.322,39.220,4.291
3146,12/15/21 09:50:27 AM,36.651,98.900,35.103,36.505,0.1972,0.0896,0.2203,0.1495,0.6,38.322,39.220,4.291
3147,12/15/21 10:00:27 AM,36.747,99.000,35.103,36.505,0.1967,0.0896,0.2208,0.1495,1.9,38.322,39.220,4.291
3148,12/15/21 10:10:27 AM,37.179,99.000,35.103,36.505,0.1972,0.0896,0.2211,0.1495,4.4,38.322,39.220,4.291
3149,12/15/21 10:20:27 AM,37.416,99.100,35.103,36.505,0.1972,0.0896,0.2211,0.1495,5.6,38.322,39.220,4.291
3150,12/15/21 10:30:27 AM,37.656,99.100,35.103,36.505,0.1972,0.0896,0.2211,0.1495,6.9,38.322,39.220,4.291
3151,12/15/21 10:40:27 AM,37.513,99.100,35.103,36.505,0.1967,0.0896,0.2208,0.1499,6.9,38.322,39.220,4.297
3152,12/15/21 10:50:27 AM,37.274,99.100,35.103,36.505,0.1972,0.0896,0.2211,0.1495,9.4,38.322,39.220,4.303
3153,12/15/21 11:00:27 AM,37.179,99.300,35.103,36.505,0.1976,0.0896,0.2211,0.1495,9.4,38.322,39.220,4.309
3154,12/15/21 11:10:27 AM,36.698,99.200,35.103,36.505,0.1972,0.0896,0.2208,0.1495,11.9,38.322,39.220,4.321
3155,12/15/21 11:20:27 AM,36.986,99.300,35.103,36.505,0.1972,0.0896,0.2208,0.1499,13.1,38.322,39.220,4.333
3156,12/15/21 11:30:27 AM,36.986,99.300,35.103,36.505,0.1972,0.0896,0.2208,0.1495,11.9,38.322,39.220,4.339
3157,12/15/21 11:40:27 AM,37.274,99.300,35.103,36.505,0.1976,0.0896,0.2211,0.1495,14.4,38.322,39.220,4.345
3158,12/15/21 11:50:27 AM,37.893,99.400,35.103,36.505,0.1976,0.0896,0.2211,0.1495,16.9,38.322,39.220,4.363
3159,12/15/21 12:00:27 PM,37.179,99.400,35.103,36.505,0.1972,0.0896,0.2208,0.1499,20.6,38.322,39.220,4.351
3160,12/15/21 12:10:27 PM,37.609,99.400,35.103,36.505,0.1976,0.0896,0.2211,0.1495,26.9,38.322,39.220,4.339
3161,12/15/21 12:20:27 PM,37.942,99.400,35.103,36.505,0.1972,0.0896,0.2211,0.1499,30.6,38.322,39.220,4.351
3162,12/15/21 12:30:27 PM,38.322,99.500,35.103,36.505,0.1976,0.0896,0.2208,0.1495,31.9,38.322,39.220,4.345
3163,12/15/21 12:40:27 PM,38.415,99.400,35.103,36.505,0.1976,0.0896,0.2211,0.1495,29.4,38.322,39.220,4.351
3164,12/15/21 12:50:27 PM,38.464,99.400,35.103,36.505,0.1976,0.0896,0.2211,0.1490,28.1,38.322,39.220,4.351
3165,12/15/21 01:00:27 PM,38.653,99.500,35.103,36.505,0.1976,0.0896,0.2211,0.1499,34.4,38.322,39.220,4.345
3166,12/15/21 01:10:27 PM,39.124,99.500,35.103,36.505,0.1976,0.0896,0.2208,0.1495,36.9,38.322,39.220,4.351
3167,12/15/21 01:20:27 PM,39.549,99.600,35.103,36.505,0.1972,0.0896,0.2211,0.1499,35.6,38.322,39.220,4.345
3168,12/15/21 01:30:27 PM,39.220,99.500,35.103,36.505,0.1981,0.0896,0.2211,0.1495,31.9,38.322,39.220,4.351
3169,12/15/21 01:40:27 PM,39.690,99.600,35.103,36.505,0.1976,0.0896,0.2208,0.1499,29.4,38.322,39.220,4.345
3170,12/15/21 01:50:27 PM,39.549,99.600,35.103,36.505,0.1972,0.0896,0.2208,0.1495,25.6,38.322,39.220,4.339
3171,12/15/21 02:00:27 PM,39.924,99.600,35.103,36.505,0.1976,0.0896,0.2208,0.1499,25.6,38.322,39.220,4.351
3172,12/15/21 02:10:27 PM,40.204,99.600,35.103,36.505,0.1976,0.0896,0.2208,0.1495,25.6,38.322,39.220,4.345
3173,12/15/21 02:20:27 PM,39.736,99.600,35.103,36.505,0.1976,0.0896,0.2208,0.1499,21.9,38.322,39.220,4.363
3174,12/15/21 02:30:27 PM,39.596,99.600,35.103,36.505,0.1976,0.0896,0.2211,0.1495,23.1,38.322,39.220,4.345
3175,12/15/21 02:40:27 PM,39.360,99.600,35.103,36.505,0.1981,0.0896,0.2211,0.1499,25.6,38.322,39.220,4.345
3176,12/15/21 02:50:27 PM,40.158,99.700,35.103,36.505,0.1976,0.0896,0.2208,0.1495,24.4,38.322,39.220,4.351
3177,12/15/21 03:00:27 PM,40.064,99.700,35.103,36.505,0.1972,0.0896,0.2211,0.1499,18.1,38.322,39.220,4.345
3178,12/15/21 03:10:27 PM,39.830,99.700,35.103,36.505,0.1981,0.0896,0.2211,0.1495,16.9,38.322,39.220,4.351
3179,12/15/21 03:20:27 PM,40.204,99.700,35.103,36.505,0.1976,0.0896,0.2211,0.1495,16.9,38.322,39.220,4.345
3180,12/15/21 03:30:27 PM,39.736,99.700,35.103,36.505,0.1976,0.0896,0.2211,0.1495,14.4,38.322,39.220,4.339
3181,12/15/21 03:40:27 PM,39.643,99.700,35.103,36.505,0.1981,0.0896,0.2211,0.1499,13.1,38.322,39.220,4.351
3182,12/15/21 03:50:27 PM,39.970,99.700,35.103,36.505,0.1981,0.0896,0.2208,0.1495,10.6,38.322,39.220,4.345
3183,12/15/21 04:00:27 PM,39.877,99.800,35.103,36.505,0.1976,0.0896,0.2211,0.1499,9.4,38.322,39.220,4.345
3184,12/15/21 04:10:27 PM,39.454,99.800,35.103,36.505,0.1976,0.0896,0.2211,0.1495,8.1,38.322,39.220,4.339
3185,12/15/21 04:20:27 PM,39.877,99.800,35.103,36.505,0.1976,0.0896,0.2208,0.1499,5.6,38.322,39.220,4.339
3186,12/15/21 04:30:27 PM,39.124,99.800,35.103,36.505,0.1976,0.0896,0.2211,0.1495,4.4,38.322,39.220,4.333
3187,12/15/21 04:40:27 PM,38.606,99.800,35.103,36.505,0.1976,0.0896,0.2208,0.1499,3.1,38.273,39.220,4.333
3188,12/15/21 04:50:27 PM,38.464,99.800,35.103,36.505,0.1976,0.0896,0.2208,0.1495,0.6,38.273,39.220,4.327
3189,12/15/21 05:00:27 PM,38.748,99.900,35.103,36.505,0.1981,0.0896,0.2211,0.1495,0.6,38.273,39.220,4.321
3190,12/15/21 05:10:27 PM,38.322,99.800,35.103,36.505,0.1976,0.0896,0.2208,0.1495,0.6,38.273,39.220,4.321
3191,12/15/21 05:20:27 PM,38.322,99.800,35.103,36.505,0.1976,0.0896,0.2208,0.1499,0.6,38.273,39.220,4.321
3192,12/15/21 05:30:27 PM,37.369,99.800,35.103,36.505,0.1972,0.0896,0.2211,0.1495,0.6,38.273,39.220,4.321
3193,12/15/21 05:40:27 PM,38.273,99.900,35.103,36.505,0.1976,0.0896,0.2211,0.1499,0.6,38.322,39.220,4.321
3194,12/15/21 05:50:27 PM,38.084,100.000,35.103,36.505,0.1972,0.0896,0.2208,0.1495,0.6,38.273,39.220,4.321
3195,12/15/21 06:00:27 PM,37.893,99.900,35.103,36.505,0.1972,0.0896,0.2211,0.1499,0.6,38.273,39.220,4.321
3196,12/15/21 06:10:27 PM,37.989,99.900,35.103,36.505,0.1976,0.0896,0.2211,0.1495,0.6,38.273,39.220,4.315
3197,12/15/21 06:20:27 PM,37.560,99.900,35.103,36.505,0.1976,0.0896,0.2211,0.1499,0.6,38.273,39.220,4.315
3198,12/15/21 06:30:27 PM,37.798,99.900,35.103,36.505,0.1972,0.0896,0.2208,0.1495,0.6,38.273,39.220,4.315
3199,12/15/21 06:40:27 PM,37.798,100.000,35.103,36.505,0.1976,0.0896,0.2211,0.1499,0.6,38.273,39.220,4.315
3200,12/15/21 06:50:27 PM,38.226,100.000,35.103,36.505,0.1976,0.0896,0.2208,0.1495,0.6,38.273,39.173,4.309
3201,12/15/21 07:00:27 PM,38.273,100.000,35.103,36.505,0.1976,0.0902,0.2208,0.1499,0.6,38.273,39.173,4.309
3202,12/15/21 07:10:27 PM,38.322,100.000,35.103,36.505,0.1972,0.0896,0.2211,0.1495,0.6,38.273,39.220,4.309
3203,12/15/21 07:20:27 PM,37.846,100.000,35.103,36.505,0.1972,0.0896,0.2208,0.1499,0.6,38.273,39.220,4.309
3204,12/15/21 07:30:27 PM,37.369,100.000,35.103,36.505,0.1976,0.0896,0.2208,0.1495,0.6,38.273,39.220,4.309
3205,12/15/21 07:40:27 PM,36.986,99.900,35.103,36.505,0.1976,0.0896,0.2208,0.1495,0.6,38.273,39.220,4.309
3206,12/15/21 07:50:27 PM,37.513,100.000,35.103,36.505,0.1972,0.0896,0.2208,0.1495,0.6,38.273,39.173,4.303
