"Plot Title: H02"
"#","Date Time, GMT-05:00","Solar Radiation, W/m² (LGR S/N: 20157553, SEN S/N: 20702162, LBL: 02PYRO)","Temp, °F (LGR S/N: 20157553, SEN S/N: 21091030, LBL: 02OT)","RH, % (LGR S/N: 20157553, SEN S/N: 21091030, LBL: 02RH)","Water Content, m³/m³ (LGR S/N: 20157553, SEN S/N: 21091561, LBL: 02SM40)","Water Content, m³/m³ (LGR S/N: 20157553, SEN S/N: 21091563, LBL: 02SM80)","Water Content, m³/m³ (LGR S/N: 20157553, SEN S/N: 21091564, LBL: 02SM60)","Water Content, m³/m³ (LGR S/N: 20157553, SEN S/N: 21091566, LBL: 02SM20)","Temp, °F (LGR S/N: 20157553, SEN S/N: 21094102, LBL: 02T20)","Temp, °F (LGR S/N: 20157553, SEN S/N: 21094105, LBL: 02T40)","Temp, °F (LGR S/N: 20157553, SEN S/N: 21094106, LBL: 02T60)","Temp, °F (LGR S/N: 20157553, SEN S/N: 21094115, LBL: 02T80)","Batt, V (LGR S/N: 20157553)"
10169,02/02/22 04:17:58 AM,0.6,-10.327,83.700,0.0875,0.1184,0.0775,0.0762,32.243,33.681,34.419,34.907,4.224
10170,02/02/22 04:27:58 AM,0.6,-10.613,83.700,0.0881,0.1179,0.0768,0.0762,32.243,33.681,34.419,34.907,4.224
10171,02/02/22 04:37:58 AM,0.6,-11.000,83.700,0.0875,0.1179,0.0775,0.0762,32.243,33.681,34.419,34.907,4.224
10172,02/02/22 04:47:58 AM,0.6,-11.000,83.800,0.0875,0.1184,0.0775,0.0762,32.243,33.681,34.419,34.907,4.218
10173,02/02/22 04:57:58 AM,0.6,-11.292,83.800,0.0875,0.1184,0.0775,0.0758,32.243,33.681,34.419,34.907,4.218
10174,02/02/22 05:07:58 AM,0.6,-11.292,83.800,0.0875,0.1179,0.0775,0.0758,32.243,33.681,34.419,34.907,4.218
10175,02/02/22 05:17:58 AM,0.6,-11.781,83.700,0.0875,0.1184,0.0768,0.0762,32.243,33.681,34.419,34.907,4.218
10176,02/02/22 05:27:58 AM,0.6,-11.880,83.800,0.0869,0.1179,0.0775,0.0758,32.243,33.681,34.419,34.907,4.218
10177,02/02/22 05:37:58 AM,0.6,-12.078,83.900,0.0875,0.1179,0.0775,0.0758,32.243,33.681,34.419,34.907,4.218
10178,02/02/22 05:47:58 AM,0.6,-12.377,83.800,0.0875,0.1184,0.0775,0.0758,32.243,33.681,34.419,34.907,4.218
10179,02/02/22 05:57:58 AM,0.6,-12.577,83.900,0.0875,0.1179,0.0768,0.0758,32.243,33.681,34.419,34.907,4.218
10180,02/02/22 06:07:58 AM,0.6,-12.777,83.900,0.0875,0.1184,0.0781,0.0758,32.243,33.681,34.419,34.907,4.218
10181,02/02/22 06:17:58 AM,0.6,-12.878,83.900,0.0875,0.1179,0.0768,0.0752,32.243,33.681,34.419,34.907,4.218
10182,02/02/22 06:27:58 AM,0.6,-13.081,83.900,0.0875,0.1184,0.0775,0.0758,32.243,33.681,34.419,34.907,4.218
10183,02/02/22 06:37:58 AM,0.6,-13.182,83.900,0.0875,0.1179,0.0768,0.0758,32.243,33.681,34.419,34.907,4.218
10184,02/02/22 06:47:58 AM,0.6,-13.486,83.800,0.0875,0.1179,0.0775,0.0752,32.243,33.681,34.419,34.907,4.218
10185,02/02/22 06:57:58 AM,0.6,-13.589,83.800,0.0869,0.1184,0.0775,0.0752,32.243,33.681,34.419,34.907,4.212
10186,02/02/22 07:07:58 AM,0.6,-13.896,83.700,0.0875,0.1184,0.0768,0.0752,32.243,33.681,34.419,34.907,4.212
10187,02/02/22 07:17:58 AM,0.6,-14.103,83.800,0.0875,0.1184,0.0768,0.0752,32.243,33.681,34.419,34.907,4.212
10188,02/02/22 07:27:58 AM,0.6,-14.624,83.800,0.0869,0.1184,0.0768,0.0752,32.243,33.681,34.419,34.907,4.212
10189,02/02/22 07:37:58 AM,0.6,-15.045,83.700,0.0869,0.1184,0.0775,0.0745,32.243,33.681,34.419,34.907,4.212
10190,02/02/22 07:47:58 AM,0.6,-15.149,83.800,0.0875,0.1179,0.0768,0.0752,32.243,33.681,34.419,34.907,4.212
10191,02/02/22 07:57:58 AM,0.6,-15.468,83.700,0.0875,0.1179,0.0781,0.0745,32.243,33.681,34.419,34.907,4.212
10192,02/02/22 08:07:58 AM,0.6,-15.896,83.600,0.0875,0.1179,0.0775,0.0745,32.243,33.681,34.419,34.907,4.212
10193,02/02/22 08:17:58 AM,0.6,-16.112,83.600,0.0869,0.1179,0.0768,0.0745,32.243,33.681,34.419,34.907,4.212
10194,02/02/22 08:27:58 AM,0.6,-16.004,83.800,0.0875,0.1179,0.0775,0.0738,32.243,33.681,34.419,34.907,4.212
10195,02/02/22 08:37:58 AM,0.6,-16.328,83.600,0.0875,0.1179,0.0775,0.0738,32.243,33.681,34.419,34.907,4.212
10196,02/02/22 08:47:58 AM,1.9,-16.438,83.300,0.0875,0.1179,0.0768,0.0738,32.243,33.681,34.419,34.907,4.212
10197,02/02/22 08:57:58 AM,4.4,-16.546,83.300,0.0869,0.1179,0.0768,0.0738,32.243,33.681,34.419,34.907,4.212
10198,02/02/22 09:07:58 AM,6.9,-16.438,83.100,0.0875,0.1179,0.0768,0.0738,32.243,33.681,34.419,34.907,4.206
10199,02/02/22 09:17:58 AM,9.4,-15.896,83.200,0.0869,0.1184,0.0768,0.0738,32.243,33.681,34.419,34.907,4.206
10200,02/02/22 09:27:58 AM,13.1,-15.362,83.200,0.0869,0.1179,0.0768,0.0738,32.243,33.681,34.419,34.907,4.206
10201,02/02/22 09:37:58 AM,15.6,-14.519,83.200,0.0875,0.1179,0.0768,0.0732,32.243,33.681,34.419,34.907,4.206
10202,02/02/22 09:47:58 AM,19.4,-14.001,83.000,0.0875,0.1179,0.0768,0.0732,32.243,33.681,34.419,34.907,4.206
10203,02/02/22 09:57:58 AM,23.1,-13.385,82.900,0.0869,0.1179,0.0775,0.0732,32.243,33.681,34.419,34.907,4.206
10204,02/02/22 10:07:58 AM,31.9,-12.978,82.500,0.0869,0.1179,0.0775,0.0732,32.243,33.681,34.419,34.907,4.206
10205,02/02/22 10:17:58 AM,41.9,-12.276,82.100,0.0875,0.1179,0.0775,0.0732,32.243,33.681,34.419,34.907,4.206
10206,02/02/22 10:27:58 AM,53.1,-11.585,81.700,0.0875,0.1179,0.0775,0.0732,32.193,33.681,34.419,34.907,4.206
10207,02/02/22 10:37:58 AM,43.1,-10.518,81.200,0.0875,0.1179,0.0775,0.0725,32.193,33.681,34.419,34.907,4.206
10208,02/02/22 10:47:58 AM,64.4,-10.327,80.400,0.0875,0.1179,0.0768,0.0725,32.193,33.681,34.419,34.907,4.206
10209,02/02/22 10:57:58 AM,106.9,-9.006,79.500,0.0869,0.1179,0.0775,0.0725,32.193,33.681,34.419,34.907,4.206
10210,02/02/22 11:07:58 AM,94.4,-8.360,78.200,0.0869,0.1179,0.0768,0.0725,32.193,33.681,34.419,34.907,4.206
10211,02/02/22 11:17:58 AM,90.6,-6.554,76.600,0.0875,0.1179,0.0775,0.0725,32.193,33.681,34.419,34.907,4.200
10212,02/02/22 11:27:58 AM,80.6,-6.466,74.800,0.0875,0.1184,0.0775,0.0722,32.193,33.681,34.419,34.907,4.206
10213,02/02/22 11:37:58 AM,90.6,-5.589,73.400,0.0875,0.1179,0.0775,0.0722,32.193,33.681,34.419,34.907,4.206
10214,02/02/22 11:47:58 AM,110.6,-5.242,72.300,0.0875,0.1179,0.0775,0.0722,32.193,33.681,34.419,34.907,4.206
10215,02/02/22 11:57:58 AM,173.1,-4.985,70.700,0.0875,0.1179,0.0768,0.0722,32.193,33.681,34.419,34.907,4.206
10216,02/02/22 12:07:58 PM,221.9,-4.556,68.600,0.0875,0.1184,0.0775,0.0722,32.193,33.681,34.419,34.907,4.206
10217,02/02/22 12:17:58 PM,141.9,-4.301,67.500,0.0875,0.1179,0.0775,0.0715,32.193,33.681,34.419,34.907,4.206
10218,02/02/22 12:27:58 PM,101.9,-3.543,66.500,0.0875,0.1184,0.0775,0.0715,32.193,33.681,34.371,34.957,4.212
10219,02/02/22 12:37:58 PM,106.9,-3.795,65.900,0.0875,0.1184,0.0775,0.0715,32.193,33.681,34.371,34.907,4.206
10220,02/02/22 12:47:58 PM,124.4,-2.796,65.400,0.0875,0.1184,0.0775,0.0715,32.193,33.681,34.371,34.907,4.212
10221,02/02/22 12:57:58 PM,104.4,-2.468,64.600,0.0875,0.1184,0.0781,0.0715,32.193,33.681,34.371,34.907,4.212
10222,02/02/22 01:07:58 PM,193.1,-1.979,63.700,0.0875,0.1184,0.0781,0.0715,32.193,33.681,34.371,34.907,4.212
10223,02/02/22 01:17:58 PM,161.9,-2.713,63.400,0.0881,0.1184,0.0775,0.0708,32.193,33.681,34.371,34.907,4.224
10224,02/02/22 01:27:58 PM,209.4,-2.385,62.500,0.0875,0.1179,0.0781,0.0708,32.193,33.681,34.371,34.907,4.212
10225,02/02/22 01:37:58 PM,258.1,-2.468,61.800,0.0875,0.1184,0.0768,0.0708,32.193,33.681,34.371,34.907,4.218
10226,02/02/22 01:47:58 PM,170.6,-2.385,61.300,0.0875,0.1184,0.0775,0.0708,32.193,33.681,34.371,34.907,4.218
10227,02/02/22 01:57:58 PM,164.4,-2.222,61.500,0.0875,0.1179,0.0775,0.0708,32.193,33.681,34.371,34.907,4.218
10228,02/02/22 02:07:58 PM,148.1,-2.222,61.400,0.0875,0.1184,0.0775,0.0702,32.193,33.681,34.371,34.907,4.218
10229,02/02/22 02:17:58 PM,68.1,-2.879,60.900,0.0875,0.1179,0.0781,0.0702,32.142,33.681,34.371,34.907,4.218
10230,02/02/22 02:27:58 PM,79.4,-1.817,61.200,0.0875,0.1184,0.0775,0.0702,32.142,33.681,34.371,34.907,4.218
10231,02/02/22 02:37:58 PM,78.1,-2.141,60.900,0.0875,0.1184,0.0775,0.0702,32.142,33.681,34.371,34.907,4.224
10232,02/02/22 02:47:58 PM,78.1,-2.796,61.900,0.0875,0.1184,0.0768,0.0695,32.142,33.681,34.371,34.907,4.224
10233,02/02/22 02:57:58 PM,64.4,-2.796,62.900,0.0875,0.1184,0.0775,0.0695,32.142,33.681,34.371,34.907,4.218
10234,02/02/22 03:07:58 PM,45.6,-3.210,62.300,0.0875,0.1179,0.0768,0.0691,32.142,33.681,34.371,34.907,4.224
10235,02/02/22 03:17:58 PM,45.6,-2.879,61.900,0.0875,0.1184,0.0775,0.0695,32.142,33.681,34.419,34.907,4.224
10236,02/02/22 03:27:58 PM,44.4,-2.468,62.000,0.0875,0.1179,0.0768,0.0695,32.142,33.681,34.419,34.907,4.224
10237,02/02/22 03:37:58 PM,43.1,-2.713,61.200,0.0875,0.1179,0.0775,0.0691,32.142,33.681,34.371,34.907,4.224
10238,02/02/22 03:47:58 PM,36.9,-3.127,60.700,0.0875,0.1179,0.0768,0.0691,32.142,33.681,34.419,34.907,4.224
10239,02/02/22 03:57:58 PM,23.1,-3.293,60.400,0.0875,0.1179,0.0775,0.0684,32.142,33.681,34.371,34.907,4.224
10240,02/02/22 04:07:58 PM,18.1,-4.216,60.200,0.0875,0.1179,0.0775,0.0684,32.142,33.681,34.419,34.907,4.224
10241,02/02/22 04:17:58 PM,18.1,-4.301,62.000,0.0875,0.1184,0.0775,0.0684,32.142,33.681,34.419,34.907,4.224
10242,02/02/22 04:27:58 PM,18.1,-4.641,63.800,0.0875,0.1179,0.0762,0.0684,32.142,33.681,34.371,34.907,4.224
10243,02/02/22 04:37:58 PM,21.9,-4.472,65.200,0.0869,0.1184,0.0775,0.0684,32.142,33.681,34.419,34.907,4.224
10244,02/02/22 04:47:58 PM,18.1,-4.556,64.800,0.0869,0.1179,0.0775,0.0684,32.142,33.681,34.419,34.907,4.224
10245,02/02/22 04:57:58 PM,14.4,-4.812,65.500,0.0875,0.1184,0.0775,0.0678,32.142,33.681,34.419,34.907,4.224
10246,02/02/22 05:07:58 PM,11.9,-4.898,65.300,0.0875,0.1184,0.0775,0.0678,32.092,33.681,34.419,34.907,4.224
10247,02/02/22 05:17:58 PM,14.4,-4.812,65.500,0.0869,0.1179,0.0775,0.0678,32.092,33.681,34.419,34.907,4.224
10248,02/02/22 05:27:58 PM,18.1,-4.472,65.400,0.0875,0.1179,0.0775,0.0678,32.092,33.681,34.419,34.907,4.224
10249,02/02/22 05:37:58 PM,9.4,-5.071,65.400,0.0869,0.1184,0.0762,0.0678,32.092,33.681,34.419,34.907,4.224
10250,02/02/22 05:47:58 PM,5.6,-5.676,65.500,0.0869,0.1184,0.0768,0.0678,32.092,33.681,34.419,34.907,4.224
10251,02/02/22 05:57:58 PM,4.4,-5.850,65.200,0.0869,0.1179,0.0768,0.0678,32.092,33.681,34.419,34.907,4.224
10252,02/02/22 06:07:58 PM,1.9,-6.290,64.800,0.0875,0.1179,0.0768,0.0671,32.092,33.681,34.419,34.907,4.224
10253,02/02/22 06:17:58 PM,0.6,-7.001,65.000,0.0869,0.1184,0.0775,0.0671,32.092,33.681,34.419,34.907,4.224
10254,02/02/22 06:27:58 PM,0.6,-7.629,65.500,0.0869,0.1179,0.0768,0.0671,32.092,33.681,34.419,34.907,4.224
10255,02/02/22 06:37:58 PM,0.6,-8.451,65.900,0.0869,0.1184,0.0775,0.0664,32.092,33.681,34.419,34.907,4.224
10256,02/02/22 06:47:58 PM,0.6,-8.820,66.600,0.0875,0.1184,0.0775,0.0664,32.092,33.681,34.419,34.907,4.224
10257,02/02/22 06:57:58 PM,0.6,-9.287,67.300,0.0869,0.1179,0.0775,0.0664,32.092,33.681,34.419,34.907,4.224
10258,02/02/22 07:07:58 PM,0.6,-9.567,67.800,0.0875,0.1184,0.0775,0.0664,32.092,33.681,34.419,34.907,4.224
10259,02/02/22 07:17:58 PM,0.6,-9.945,68.500,0.0875,0.1184,0.0775,0.0664,32.092,33.681,34.419,34.907,4.224
10260,02/02/22 07:27:58 PM,0.6,-10.232,69.400,0.0875,0.1179,0.0775,0.0664,32.092,33.681,34.419,34.907,4.224
10261,02/02/22 07:37:58 PM,0.6,-10.710,70.100,0.0869,0.1184,0.0781,0.0664,32.092,33.681,34.419,34.907,4.224
10262,02/02/22 07:47:58 PM,0.6,-11.195,70.600,0.0869,0.1184,0.0768,0.0660,32.092,33.681,34.419,34.907,4.224
10263,02/02/22 07:57:58 PM,0.6,-11.488,71.500,0.0875,0.1179,0.0768,0.0660,32.092,33.681,34.419,34.907,4.224
10264,02/02/22 08:07:58 PM,0.6,-11.979,72.800,0.0869,0.1179,0.0768,0.0660,32.092,33.681,34.419,34.907,4.218
10265,02/02/22 08:17:58 PM,0.6,-12.276,73.000,0.0869,0.1184,0.0768,0.0660,32.092,33.681,34.419,34.907,4.218
10266,02/02/22 08:27:58 PM,0.6,-12.678,73.800,0.0875,0.1179,0.0775,0.0660,32.092,33.681,34.419,34.907,4.218
10267,02/02/22 08:37:58 PM,0.6,-13.283,74.700,0.0869,0.1179,0.0768,0.0660,32.092,33.681,34.419,34.907,4.249
10268,02/02/22 08:47:58 PM,0.6,-13.182,75.300,0.0869,0.1184,0.0775,0.0653,32.092,33.681,34.419,34.907,4.218
10269,02/02/22 08:57:58 PM,0.6,-13.589,75.300,0.0869,0.1179,0.0768,0.0653,32.092,33.681,34.419,34.907,4.218
10270,02/02/22 09:07:58 PM,0.6,-13.589,75.800,0.0869,0.1184,0.0768,0.0653,32.092,33.681,34.419,34.907,4.218
10271,02/02/22 09:17:58 PM,0.6,-13.691,76.300,0.0869,0.1179,0.0768,0.0653,32.092,33.681,34.419,34.907,4.218
10272,02/02/22 09:27:58 PM,0.6,-14.001,76.600,0.0875,0.1179,0.0775,0.0653,32.092,33.681,34.419,34.907,4.218
10273,02/02/22 09:37:58 PM,0.6,-14.415,77.100,0.0869,0.1179,0.0775,0.0653,32.092,33.681,34.419,34.907,4.218
10274,02/02/22 09:47:58 PM,0.6,-14.728,77.400,0.0869,0.1179,0.0768,0.0646,32.092,33.681,34.419,34.907,4.218
10275,02/02/22 09:57:58 PM,0.6,-15.149,77.800,0.0875,0.1179,0.0775,0.0646,32.092,33.681,34.419,34.907,4.218
10276,02/02/22 10:07:58 PM,0.6,-15.468,78.300,0.0869,0.1184,0.0768,0.0646,32.092,33.681,34.419,34.907,4.212
10277,02/02/22 10:17:58 PM,0.6,-15.576,78.900,0.0869,0.1179,0.0768,0.0646,32.043,33.681,34.419,34.907,4.212
10278,02/02/22 10:27:58 PM,0.6,-15.896,79.200,0.0869,0.1179,0.0768,0.0646,32.043,33.681,34.419,34.907,4.212
10279,02/02/22 10:37:58 PM,0.6,-15.896,79.800,0.0875,0.1174,0.0775,0.0646,32.043,33.681,34.419,34.907,4.212
10280,02/02/22 10:47:58 PM,0.6,-16.112,79.900,0.0869,0.1174,0.0768,0.0646,32.043,33.681,34.419,34.907,4.212
10281,02/02/22 10:57:58 PM,0.6,-16.438,79.600,0.0875,0.1179,0.0768,0.0646,32.043,33.681,34.419,34.907,4.212
10282,02/02/22 11:07:58 PM,0.6,-16.004,80.500,0.0869,0.1179,0.0768,0.0646,32.043,33.681,34.419,34.907,4.200
10283,02/02/22 11:17:58 PM,0.6,-16.004,81.200,0.0875,0.1184,0.0775,0.0639,32.043,33.681,34.419,34.907,4.212
10284,02/02/22 11:27:58 PM,0.6,-16.112,81.400,0.0869,0.1179,0.0768,0.0639,32.043,33.681,34.419,34.907,4.212
10285,02/02/22 11:37:58 PM,0.6,-16.112,81.500,0.0869,0.1179,0.0768,0.0639,32.043,33.681,34.419,34.907,4.206
10286,02/02/22 11:47:58 PM,0.6,-16.328,81.100,0.0869,0.1184,0.0768,0.0632,32.043,33.681,34.419,34.907,4.206
10287,02/02/22 11:57:58 PM,0.6,-16.220,81.500,0.0875,0.1179,0.0768,0.0639,32.043,33.681,34.419,34.907,4.206
10288,02/03/22 12:07:58 AM,0.6,-16.328,81.600,0.0869,0.1179,0.0768,0.0632,32.043,33.681,34.419,34.907,4.206
10289,02/03/22 12:17:58 AM,0.6,-16.656,81.600,0.0869,0.1179,0.0768,0.0632,32.043,33.681,34.419,34.907,4.206
10290,02/03/22 12:27:58 AM,0.6,-16.875,81.700,0.0869,0.1179,0.0775,0.0632,32.043,33.681,34.419,34.907,4.206
10291,02/03/22 12:37:58 AM,0.6,-16.985,81.700,0.0863,0.1179,0.0768,0.0632,32.043,33.681,34.419,34.907,4.206
10292,02/03/22 12:47:58 AM,0.6,-16.875,81.900,0.0869,0.1179,0.0762,0.0632,32.043,33.681,34.419,34.907,4.206
10293,02/03/22 12:57:58 AM,0.6,-17.316,81.700,0.0869,0.1179,0.0762,0.0632,32.043,33.681,34.419,34.907,4.206
10294,02/03/22 01:07:58 AM,0.6,-17.651,81.700,0.0869,0.1179,0.0768,0.0632,32.043,33.633,34.419,34.907,4.206
10295,02/03/22 01:17:58 AM,0.6,-17.763,81.700,0.0869,0.1184,0.0768,0.0628,32.043,33.681,34.419,34.907,4.206
10296,02/03/22 01:27:58 AM,0.6,-18.213,81.500,0.0869,0.1179,0.0768,0.0628,32.043,33.681,34.419,34.907,4.206
10297,02/03/22 01:37:58 AM,0.6,-18.440,81.600,0.0875,0.1179,0.0768,0.0628,32.043,33.681,34.419,34.907,4.206
10298,02/03/22 01:47:58 AM,0.6,-18.555,81.600,0.0869,0.1179,0.0768,0.0628,32.043,33.681,34.419,34.907,4.237
10299,02/03/22 01:57:58 AM,0.6,-18.783,81.700,0.0863,0.1179,0.0762,0.0628,32.043,33.681,34.419,34.907,4.200
10300,02/03/22 02:07:58 AM,0.6,-19.359,81.400,0.0869,0.1174,0.0768,0.0628,32.043,33.633,34.419,34.907,4.206
10301,02/03/22 02:17:58 AM,0.6,-18.783,81.400,0.0869,0.1179,0.0762,0.0628,32.043,33.633,34.419,34.907,4.200
10302,02/03/22 02:27:58 AM,0.6,-19.012,81.800,0.0863,0.1179,0.0768,0.0621,32.043,33.633,34.419,34.907,4.200
10303,02/03/22 02:37:58 AM,0.6,-19.826,81.100,0.0869,0.1179,0.0762,0.0621,31.993,33.681,34.419,34.907,4.200
10304,02/03/22 02:47:58 AM,0.6,-20.537,80.700,0.0869,0.1179,0.0762,0.0621,31.993,33.633,34.419,34.907,4.200
10305,02/03/22 02:57:58 AM,0.6,-20.776,80.600,0.0869,0.1179,0.0768,0.0621,31.993,33.633,34.419,34.907,4.200
10306,02/03/22 03:07:58 AM,0.6,-21.379,80.200,0.0869,0.1179,0.0768,0.0621,31.993,33.633,34.419,34.907,4.200
10307,02/03/22 03:17:58 AM,0.6,-21.869,80.100,0.0869,0.1179,0.0762,0.0614,31.993,33.633,34.419,34.907,4.200
10308,02/03/22 03:27:58 AM,0.6,-22.238,80.200,0.0869,0.1184,0.0762,0.0614,31.993,33.633,34.419,34.907,4.200
10309,02/03/22 03:37:58 AM,0.6,-22.238,80.300,0.0869,0.1179,0.0768,0.0621,31.993,33.633,34.419,34.907,4.200
10310,02/03/22 03:47:58 AM,0.6,-22.612,80.000,0.0869,0.1179,0.0768,0.0614,31.993,33.633,34.419,34.907,4.200
10311,02/03/22 03:57:58 AM,0.6,-22.862,79.900,0.0863,0.1184,0.0768,0.0614,31.993,33.633,34.419,34.907,4.200
10312,02/03/22 04:07:58 AM,0.6,-22.612,80.400,0.0863,0.1179,0.0768,0.0614,31.993,33.633,34.419,34.907,4.200
10313,02/03/22 04:17:58 AM,0.6,-22.862,80.300,0.0863,0.1179,0.0768,0.0614,31.993,33.633,34.419,34.907,4.200
10314,02/03/22 04:27:58 AM,0.6,-23.242,80.100,0.0869,0.1184,0.0768,0.0607,31.993,33.633,34.419,34.907,4.200
10315,02/03/22 04:37:58 AM,0.6,-23.624,80.000,0.0869,0.1179,0.0768,0.0607,31.993,33.633,34.419,34.907,4.200
10316,02/03/22 04:47:58 AM,0.6,-24.138,79.600,0.0869,0.1179,0.0768,0.0607,31.993,33.633,34.419,34.907,4.200
10317,02/03/22 04:57:58 AM,0.6,-24.399,79.200,0.0869,0.1179,0.0762,0.0607,31.993,33.633,34.419,34.907,4.200
10318,02/03/22 05:07:58 AM,0.6,-24.923,79.000,0.0869,0.1179,0.0768,0.0607,31.993,33.633,34.419,34.907,4.200
10319,02/03/22 05:17:58 AM,0.6,-24.660,79.000,0.0869,0.1179,0.0762,0.0607,31.993,33.633,34.419,34.907,4.200
10320,02/03/22 05:27:58 AM,0.6,-25.321,78.800,0.0863,0.1179,0.0762,0.0607,31.993,33.633,34.419,34.907,4.224
10321,02/03/22 05:37:58 AM,0.6,-25.724,78.500,0.0869,0.1179,0.0775,0.0599,31.993,33.633,34.419,34.907,4.200
10322,02/03/22 05:47:58 AM,0.6,-26.129,78.200,0.0869,0.1179,0.0768,0.0599,31.993,33.633,34.419,34.907,4.200
10323,02/03/22 05:57:58 AM,0.6,-26.264,78.100,0.0863,0.1179,0.0768,0.0599,31.993,33.633,34.419,34.907,4.200
10324,02/03/22 06:07:58 AM,0.6,-26.264,78.200,0.0869,0.1184,0.0768,0.0599,31.993,33.633,34.419,34.907,4.200
10325,02/03/22 06:17:58 AM,0.6,-26.538,78.200,0.0869,0.1179,0.0762,0.0599,31.993,33.633,34.419,34.907,4.200
10326,02/03/22 06:27:58 AM,0.6,-26.813,77.900,0.0863,0.1179,0.0768,0.0596,31.942,33.633,34.419,34.907,4.194
10327,02/03/22 06:37:58 AM,0.6,-27.090,77.900,0.0869,0.1179,0.0768,0.0596,31.993,33.633,34.419,34.858,4.194
10328,02/03/22 06:47:58 AM,0.6,-27.231,77.800,0.0869,0.1179,0.0762,0.0596,31.942,33.633,34.419,34.907,4.200
10329,02/03/22 06:57:58 AM,0.6,-27.369,77.800,0.0863,0.1179,0.0768,0.0596,31.942,33.633,34.419,34.858,4.188
10330,02/03/22 07:07:58 AM,0.6,-27.231,78.100,0.0869,0.1179,0.0762,0.0596,31.942,33.633,34.419,34.858,4.188
10331,02/03/22 07:17:58 AM,0.6,-27.650,77.900,0.0869,0.1179,0.0768,0.0596,31.942,33.633,34.419,34.858,4.188
10332,02/03/22 07:27:58 AM,0.6,-27.650,77.800,0.0869,0.1179,0.0768,0.0596,31.942,33.633,34.419,34.858,4.188
10333,02/03/22 07:37:58 AM,0.6,-27.933,77.800,0.0869,0.1179,0.0762,0.0588,31.942,33.633,34.419,34.858,4.188
10334,02/03/22 07:47:58 AM,0.6,-27.933,77.900,0.0869,0.1179,0.0768,0.0588,31.942,33.633,34.419,34.907,4.188
10335,02/03/22 07:57:58 AM,0.6,-28.217,77.600,0.0863,0.1179,0.0768,0.0588,31.942,33.633,34.419,34.907,4.188
10336,02/03/22 08:07:58 AM,0.6,-28.939,77.300,0.0869,0.1179,0.0768,0.0588,31.942,33.633,34.419,34.858,4.188
10337,02/03/22 08:17:58 AM,0.6,-29.085,77.000,0.0869,0.1179,0.0768,0.0581,31.942,33.633,34.419,34.858,4.188
10338,02/03/22 08:27:58 AM,0.6,-29.085,77.200,0.0863,0.1179,0.0768,0.0581,31.942,33.633,34.419,34.858,4.188
10339,02/03/22 08:37:58 AM,0.6,-29.085,77.500,0.0869,0.1179,0.0768,0.0581,31.942,33.633,34.419,34.858,4.188
10340,02/03/22 08:47:58 AM,1.9,-29.085,77.400,0.0863,0.1179,0.0762,0.0581,31.942,33.633,34.419,34.858,4.188
10341,02/03/22 08:57:58 AM,4.4,-29.085,77.200,0.0869,0.1179,0.0768,0.0581,31.942,33.633,34.419,34.858,4.188
10342,02/03/22 09:07:58 AM,6.9,-29.085,77.200,0.0863,0.1179,0.0768,0.0574,31.942,33.633,34.419,34.858,4.182
10343,02/03/22 09:17:58 AM,10.6,-28.793,76.900,0.0863,0.1179,0.0762,0.0581,31.942,33.633,34.419,34.858,4.182
10344,02/03/22 09:27:58 AM,13.1,-28.361,77.000,0.0863,0.1179,0.0768,0.0574,31.892,33.633,34.419,34.858,4.182
10345,02/03/22 09:37:58 AM,16.9,-28.075,76.600,0.0869,0.1174,0.0762,0.0574,31.892,33.633,34.419,34.858,4.182
10346,02/03/22 09:47:58 AM,20.6,-26.676,76.900,0.0869,0.1179,0.0768,0.0574,31.892,33.633,34.419,34.858,4.182
10347,02/03/22 09:57:58 AM,24.4,-25.994,76.900,0.0863,0.1179,0.0762,0.0574,31.892,33.633,34.419,34.858,4.182
10348,02/03/22 10:07:58 AM,34.4,-24.011,77.300,0.0869,0.1179,0.0762,0.0574,31.892,33.633,34.419,34.858,4.176
10349,02/03/22 10:17:58 AM,39.4,-22.862,77.800,0.0869,0.1174,0.0768,0.0574,31.892,33.633,34.419,34.907,4.200
10350,02/03/22 10:27:58 AM,50.6,-21.379,77.000,0.0863,0.1179,0.0762,0.0570,31.892,33.633,34.419,34.858,4.206
10351,02/03/22 10:37:58 AM,43.1,-19.359,77.400,0.0869,0.1179,0.0762,0.0570,31.892,33.633,34.419,34.858,4.176
10352,02/03/22 10:47:58 AM,78.1,-17.763,77.200,0.0863,0.1179,0.0762,0.0570,31.892,33.633,34.419,34.858,4.176
10353,02/03/22 10:57:58 AM,126.9,-16.766,76.400,0.0863,0.1179,0.0768,0.0570,31.892,33.633,34.419,34.858,4.176
10354,02/03/22 11:07:58 AM,105.6,-15.362,76.200,0.0863,0.1179,0.0762,0.0562,31.892,33.633,34.419,34.858,4.176
10355,02/03/22 11:17:58 AM,90.6,-12.276,76.700,0.0863,0.1179,0.0768,0.0562,31.892,33.633,34.419,34.858,4.176
10356,02/03/22 11:27:58 AM,78.1,-11.488,75.000,0.0869,0.1179,0.0768,0.0562,31.892,33.633,34.371,34.858,4.176
10357,02/03/22 11:37:58 AM,106.9,-11.684,74.800,0.0869,0.1179,0.0762,0.0562,31.892,33.633,34.371,34.858,4.176
